"ESTU";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"TAMUNI";"ENTREV";"TIPO_TEL";"SEXO";"EDAD";"P0";"P1";"P2";"P3_1";"P3_2";"P3_3";"P3_4";"P3_5";"P4";"P5";"P6_1";"P6_2";"P6_3";"P7_1";"P7_2";"P7_3";"P7_4";"P7_5";"P7_6";"P7_7";"P8_1";"P8_2";"P8_3";"P8_4";"P9_1";"P9_2";"P9_3";"P10_1";"P10_2";"P10_3";"P10_4";"P11_1";"P11_2";"P11_3";"P11_4";"P11_5";"P12_1";"P12_2";"P12_3";"P12_4";"P12_5";"P13_1";"P13_2";"P13_3";"P13_4";"P13_5";"P13_6";"P13_7";"P14_1";"P14_2";"P14_3";"P14_4";"P14_5";"P14_6";"P15_1";"P15_2";"P15_3";"P15_4";"ESCFEMINIS";"P17";"P17A";"SITCONV";"TARHOGENTREV_1";"TARHOGENTREV_2";"TARHOGENTREV_8";"TARHOGENTREV_9";"TARHOGENTREV_HH";"TARHOGENTREV_MM";"TARHOGPAREJ_1";"TARHOGPAREJ_2";"TARHOGPAREJ_8";"TARHOGPAREJ_9";"TARHOGPAREJ_HH";"TARHOGPAREJ_MM";"HIJOMENOR_1";"HIJOMENOR_97";"HIJOMENOR_99";"HIJOMENOR_N";"CUIDADOHIJOS_1";"CUIDADOHIJOS_2";"CUIDADOHIJOS_8";"CUIDADOHIJOS_9";"CUIDADOHIJOS_HH";"CUIDADOHIJOS_MM";"CUIDADOHIJOSPAR_1";"CUIDADOHIJOSPAR_2";"CUIDADOHIJOSPAR_7";"CUIDADOHIJOSPAR_8";"CUIDADOHIJOSPAR_9";"CUIDADOHIJOSPAR_HH";"CUIDADOHIJOSPAR_MM";"P22";"TAREASCUI_1";"TAREASCUI_2";"TAREASCUI_8";"TAREASCUI_9";"TAREASCUI_HH";"TAREASCUI_MM";"P23_1";"P23_2";"P23_3";"P23_4";"P23_5";"P23_6";"P23_7";"P23_8";"P23_9";"ESCIDEOL";"PARTICIPACIONG";"RECUVOTOG";"ESCUELA";"NIVELESTENTREV";"RELIGION";"PRACTICARELIG6";"SITLAB";"RELALAB";"CNO11";"TIPOJOR";"INGRESHOG";"CLASESOCIAL";"PAISNAC";"PAISNAC2";"SINCERIDAD";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"TARHOGENTREV";"TARHOGPAREJ";"HIJOMENOR";"CUIDADOHIJOS";"CUIDADOHIJOSPAR";"TAREASCUI";"RECUVOTOGR";"RECUERDO";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOHOM";"PESOMUJ"
3428;29563;1490;1;29;67;2;6;0;2;1;66;1;1;2;8;7;10;10;9;2;3;1;5;1;3;3;3;3;3;2;2;1;3;3;3;1;1;3;1;1;1;1;2;1;3;1;4;3;1;3;1;3;2;3;3;2;3;3;3;2;1;2;2;2;1;0;0;0;0;8;1;2;3;1;2;2;2;4;0;1;2;2;2;2;0;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;2;3;1;1;1;3;11;4;0;2;0;0;0;2;3;1;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;4;0;"";"";7;11;23;2;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;240;120;0;9996;9996;9996;1;1;6;12;2;0,95406;0,84982;1,0
3428;30464;1537;1;29;67;2;6;0;2;1;57;1;2;2;0;0;0;0;0;4;2;5;2;1;2;2;2;2;3;2;2;3;1;1;3;1;1;1;1;1;1;1;8;4;4;2;1;3;1;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;0;0;0;0;0;1;2;4;1;2;2;2;1;0;2;2;2;1;99;99;1;2;2;1;1;2;2;2;2;0;1;2;2;2;2;2;0;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;7;1;2;3;11;4;0;1;2;1;1;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";7;11;23;2;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;60;9999;1;120;120;9996;2;2;6;1;2;0,91722;0,81887;1,0
3428;30713;1551;1;29;67;2;6;0;2;2;75;1;1;2;7;0;0;10;8;2;2;2;1;2;3;3;3;3;3;2;3;3;3;3;3;4;4;4;2;1;2;8;2;2;4;4;2;3;1;3;3;3;3;3;3;3;3;3;1;7;2;2;2;2;2;4;4;4;4;5;2;0;1;1;2;2;2;7;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;1;1;2;2;2;2;0;3;3;3;3;3;3;3;3;1;1;1;1;3;2;2;4;3;0;0;0;6;3;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5;0;"";"";7;11;23;2;28;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;420;9996;0;9996;9996;120;1;1;2;15;2;1,29452;1,0;1,47964
3428;31049;1570;1;29;67;2;6;0;2;1;34;1;8;1;8;10;10;10;10;3;3;1;5;1;2;3;3;3;3;3;1;1;3;3;3;1;1;1;1;1;1;1;3;1;1;1;4;3;1;3;3;3;3;3;3;3;3;3;3;2;1;1;2;2;1;0;0;0;0;7;2;0;1;1;2;2;2;2;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;1;1;21;3;10;5;0;1;3;3;1;6;12;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;5;0;"";"";7;11;23;2;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;9996;0;9996;9996;9996;21;21;6;3;5;0,93344;0,82599;1,0
3428;31588;1594;1;29;67;2;6;0;1;2;86;1;1;2;5;4;3;8;5;2;1;2;2;2;3;3;3;2;3;3;3;1;1;3;1;2;2;7;1;1;1;8;1;1;1;4;2;3;1;1;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;4;4;1;6;1;1;4;1;2;2;2;5;0;2;1;2;2;0;30;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;2;2;2;3;7;1;2;2;0;1;2;7;0;0;0;6;12;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"";"";7;11;23;2;30;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;300;30;0;9996;9996;9996;2;2;1;14;5;1,29452;1,0;1,47964
3428;32197;1626;1;29;67;2;6;0;2;2;68;1;1;1;10;10;9;10;9;1;3;2;4;1;3;3;3;3;3;2;2;1;3;3;3;1;2;2;1;1;1;1;1;4;4;1;4;3;1;2;1;1;3;3;3;3;3;3;3;2;1;2;2;2;1;1;2;2;1;8;1;1;5;1;2;2;2;5;0;1;2;2;2;3;0;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;1;2;1;2;2;0;30;3;3;3;3;3;3;3;3;3;2;1;1;3;6;4;0;2;0;0;0;3;5;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;4;0;"";"";7;11;23;2;24;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;300;180;0;9996;9996;30;1;1;4;12;4;0,92695;1,0;1,05128
3428;32705;1649;1;29;67;2;6;0;1;1;38;1;2;2;3;3;0;8;1;4;3;1;1;1;2;2;1;2;1;1;2;3;1;1;3;1;1;1;2;1;1;2;8;8;2;3;1;3;3;2;1;3;3;3;3;3;3;3;3;2;1;2;1;2;2;0;0;0;0;5;2;0;1;1;2;2;2;1;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;5;2;0;3;12;2;3;1;1;3;1;4;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;6;0;"";"";7;11;23;2;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;60;9996;0;9996;9996;9996;0;9997;6;3;2;0,89843;0,8045;1,0
3428;35154;1769;1;29;67;2;6;0;2;1;48;1;2;2;8;8;7;7;7;4;3;1;1;1;3;3;1;3;1;1;1;1;1;1;3;4;2;2;1;1;1;2;1;1;1;1;1;3;1;2;1;1;2;3;3;3;3;3;1;2;1;1;2;2;1;0;0;0;0;5;2;0;1;1;2;2;2;1;0;0;0;0;0;96;96;1;2;2;1;1;2;2;2;8;0;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;10;1;2;3;6;1;5;1;1;8;1;5;3;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;0;10;1;"";"";7;11;23;2;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;60;9996;1;480;9996;9996;2;2;4;8;2;0,8993;0,80114;1,0
3428;35386;1780;1;29;67;2;6;0;2;2;51;1;1;2;8;8;8;8;8;2;3;2;5;1;3;3;3;3;3;3;2;1;8;1;3;1;1;2;1;1;1;1;1;1;3;1;3;3;1;2;1;3;2;3;3;3;3;2;3;2;1;1;2;2;1;2;1;3;2;8;1;1;2;1;2;2;2;2;0;0;0;0;0;96;96;1;2;2;2;1;2;2;2;1;0;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;3;1;1;3;11;4;0;1;1;2;1;3;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";7;11;23;2;19;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;9996;2;60;9996;9996;1;1;6;2;2;0,93217;1,0;1,05263
3428;37684;1899;1;29;67;2;6;0;2;1;25;3;1;8;5;5;5;5;5;8;8;1;8;2;8;8;8;8;8;8;8;8;8;8;8;4;2;3;1;1;1;8;8;2;8;8;8;8;1;2;8;1;3;3;3;2;3;3;1;2;1;2;2;2;2;0;0;0;0;5;1;2;8;1;2;2;2;2;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;99;4;0;3;6;9;0;1;1;9;2;6;4;2;343;3;0;0;0;0;0;0;32;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;44;0;0;0;0;39;3;"";"";8;11;23;3;28;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;9996;0;9996;9996;9996;0;9996;4;9;3;0,93344;0,82599;1,0
3428;37901;1909;1;29;67;2;6;0;2;2;68;1;1;2;8;10;5;10;5;2;1;1;4;1;3;2;2;3;3;3;3;1;1;1;3;4;3;7;1;1;1;1;1;1;1;1;2;3;1;3;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;4;4;4;2;1;1;3;1;2;2;2;5;0;2;2;2;1;99;99;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;1;1;2;2;2;8;0;3;3;3;3;3;3;3;3;3;99;2;0;3;1;2;2;2;0;0;0;5;3;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;"";"";7;11;23;2;28;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;300;9999;0;9996;9996;480;0;9997;1;12;2;0,92695;1,0;1,05128
3428;41183;2071;1;29;67;2;6;0;2;1;41;1;1;1;10;10;9;10;10;2;3;2;4;1;3;3;3;3;3;3;2;1;3;3;3;1;1;1;1;1;1;1;3;1;4;1;4;3;1;3;3;3;3;3;3;3;3;3;3;2;1;1;2;2;2;0;0;0;0;9;1;2;4;1;2;2;2;2;0;1;2;2;2;3;0;1;2;2;1;1;2;2;2;2;0;1;2;2;2;2;4;0;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;3;1;1;3;13;6;0;1;1;2;1;3;3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;1;0;4;0;"";"";7;11;23;2;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;180;1;120;240;9996;1;1;6;2;2;0,89843;0,8045;1,0
3428;41580;2088;1;29;67;2;6;0;2;2;52;1;1;1;10;5;3;10;4;3;3;2;2;2;2;2;2;3;3;3;2;1;3;3;3;1;1;1;1;1;1;1;3;1;2;2;3;3;1;2;1;3;2;3;3;2;3;3;3;2;2;2;2;2;2;1;2;2;2;5;1;1;6;1;2;2;2;2;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;5;1;2;3;11;1;3;1;1;4;1;5;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;"";"";7;11;23;2;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;9996;0;9996;9996;9996;2;2;6;4;3;0,93217;1,0;1,05263
3428;41774;2097;1;29;67;2;6;0;2;2;68;1;2;2;5;6;8;10;9;1;2;2;5;1;3;3;3;3;3;3;2;3;8;3;3;4;3;7;1;1;1;1;1;2;4;1;4;3;1;3;1;3;3;3;3;2;3;3;1;7;2;2;2;2;1;4;4;4;2;7;1;1;3;1;2;2;2;6;0;1;2;2;2;1;0;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;5;1;1;3;2;2;2;2;0;0;0;5;4;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;15;1;"";"";7;11;23;2;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;360;60;0;9996;9996;9996;1;1;2;12;3;0,92695;1,0;1,05128
3428;43119;2179;1;29;67;2;6;0;2;1;44;1;1;1;7;9;3;8;3;4;3;4;1;1;2;2;2;2;2;1;2;3;1;3;3;2;2;2;1;1;1;1;1;3;3;3;1;3;1;3;3;3;1;3;3;2;3;2;1;2;2;2;2;2;2;0;0;0;0;2;1;2;4;1;2;2;2;2;0;1;2;2;2;2;0;1;2;2;1;1;2;2;2;6;0;1;2;2;2;2;6;0;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;8;1;3;3;13;2;3;1;1;2;1;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;"";"";7;11;23;2;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;120;1;360;360;9996;3;3;6;2;2;0,89843;0,8045;1,0
3428;44210;2237;1;29;67;2;6;0;2;1;48;1;1;1;10;10;10;10;10;4;3;2;4;2;2;2;2;2;2;2;2;3;1;1;3;3;3;3;1;1;1;1;2;2;2;2;2;3;1;3;1;3;3;3;3;3;3;3;3;2;1;2;2;2;2;0;0;0;0;5;2;0;1;1;2;2;2;1;0;0;0;0;0;96;96;1;2;2;1;1;2;2;2;2;0;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;5;1;9999;3;8;2;3;1;1;3;1;5;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";7;11;23;2;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;60;9996;1;120;9996;9996;9999;9999;6;3;2;0,8993;0,80114;1,0
3428;44322;2243;1;29;67;2;6;0;2;2;52;1;2;1;5;1;5;3;9;4;2;8;1;1;1;2;2;1;1;1;1;3;1;1;3;2;4;4;1;2;1;1;2;2;2;1;2;3;3;3;3;3;2;3;3;3;3;3;3;2;1;2;2;2;2;1;1;4;4;6;2;0;2;1;2;2;2;5;0;0;0;0;0;96;96;1;2;2;1;2;2;1;2;98;98;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;2;3;2;2;2;2;2;1;5;4;0;3;11;2;3;4;0;0;0;6;12;2;135;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";7;11;23;2;30;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;300;9996;1;9998;9996;9996;0;9996;6;16;5;0,93217;1,0;1,05263
3428;45493;2310;1;29;67;2;6;0;2;1;68;1;1;2;8;8;8;8;8;2;3;1;4;1;3;3;3;3;3;3;2;1;3;3;3;2;2;1;1;1;1;1;2;2;2;1;3;3;1;2;1;1;3;3;3;3;3;3;1;2;1;2;2;2;1;0;0;0;0;8;1;2;3;1;1;2;2;1;30;1;2;2;2;4;0;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;2;3;3;3;3;1;1;3;2;1;1;3;11;2;1;2;0;0;0;2;3;1;0;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;11;0;"";"";8;11;23;3;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;90;240;0;9996;9996;9996;1;1;6;12;2;0,95406;0,84982;1,0
3428;46266;2350;1;29;67;2;6;0;2;2;54;1;1;1;5;5;5;7;7;3;2;4;8;1;2;3;3;3;2;2;2;3;1;3;3;2;2;2;2;1;1;1;1;4;3;8;3;1;8;3;8;3;3;3;3;3;3;3;3;2;2;2;2;2;1;2;2;2;4;5;1;1;99;1;2;2;2;3;0;0;0;0;0;96;96;2;2;1;"";0;0;0;0;96;96;0;0;0;0;0;96;96;9;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;10;1;2;3;13;1;9;1;9;2;9;9;98;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;"";"";7;11;23;2;25;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;180;9996;99;9996;9996;9996;2;2;6;2;8;0,93217;1,0;1,05263
3428;46993;2389;1;29;67;2;6;0;1;1;51;1;2;2;1;2;2;5;0;4;1;4;1;1;2;2;1;2;2;1;2;3;1;1;3;2;2;3;1;1;1;1;1;1;1;3;1;3;1;2;1;1;2;3;3;2;3;3;3;2;2;2;2;2;2;0;0;0;0;2;1;2;96;1;2;2;2;2;0;0;0;0;0;96;96;1;2;2;1;1;2;2;2;3;0;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;6;1;2;3;12;2;1;1;2;2;1;3;3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;"";"";7;11;23;2;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;9996;1;180;9996;9996;2;2;6;2;2;0,8993;0,80114;1,0
3428;47470;2423;1;29;67;2;6;0;2;1;46;1;2;1;8;5;5;8;9;4;3;5;2;1;2;2;2;2;3;3;2;3;1;1;3;4;4;2;1;1;1;1;3;3;3;2;2;3;1;3;1;3;3;3;3;3;3;3;3;2;2;2;2;1;2;0;0;0;0;9;1;1;3;1;1;2;2;4;0;1;1;2;2;1;0;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;2;3;3;3;3;3;3;3;10;1;3;3;6;2;1;1;1;10;1;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;4;0;"";"";7;11;23;2;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;240;60;0;9996;9996;9996;3;3;4;10;2;0,8993;0,80114;1,0
3428;47622;2427;1;29;67;2;6;0;1;1;70;1;2;2;5;5;5;6;5;3;3;2;4;2;8;2;3;2;3;2;2;3;3;3;3;2;2;4;1;1;1;1;3;2;4;1;2;1;1;2;1;3;3;3;3;3;3;3;3;2;1;2;2;2;2;0;0;0;0;7;1;2;3;1;2;2;2;4;0;2;2;1;2;98;98;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;5;1;9999;3;10;4;0;2;0;0;0;3;2;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;15;0;0;0;0;6;0;"";"";7;11;23;2;22;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;240;9998;0;9996;9996;9996;9999;9999;6;12;1;0,95406;0,84982;1,0
3428;48987;2495;1;29;67;2;6;0;2;1;54;1;1;2;7;7;4;6;5;2;3;4;1;1;2;1;1;2;1;1;1;1;1;3;3;2;2;2;1;1;1;2;1;2;2;2;1;3;1;2;3;1;3;3;3;3;3;3;3;2;2;2;2;2;2;0;0;0;0;1;2;0;6;2;1;2;2;0;30;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;6;1;3;3;6;2;1;4;0;0;0;5;6;1;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;8;0;"";"";7;11;23;2;23;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;30;9996;0;9996;9996;9996;3;3;4;16;5;0,8993;0,80114;1,0
3428;49214;2502;1;29;67;2;6;0;2;2;18;1;1;1;7;6;8;8;9;2;3;1;4;1;2;2;2;3;3;3;2;1;1;3;1;1;3;3;1;1;1;1;3;1;3;1;3;1;1;3;1;3;2;2;2;2;3;2;1;2;1;2;1;1;2;1;1;3;3;8;2;0;1;1;2;2;2;3;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;5;1;1;3;6;4;0;6;0;0;0;8;3;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;"";"";7;11;23;2;20;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;180;9996;0;9996;9996;9996;1;1;4;13;2;1,50444;1,0;1,7034
3428;49395;2513;1;29;67;2;6;0;2;1;26;1;1;2;8;10;10;10;10;2;3;1;5;1;3;3;3;3;3;2;3;1;3;3;3;3;1;1;1;1;1;1;3;1;3;1;4;3;1;2;1;3;2;3;2;2;3;2;1;2;1;2;2;2;2;0;0;0;0;9;2;0;6;1;2;2;2;2;0;0;0;0;0;96;96;2;1;2;"";0;0;0;0;96;96;0;0;0;0;0;96;96;2;0;0;0;0;96;96;3;3;3;3;3;3;3;3;3;3;1;1;3;7;6;0;1;1;4;1;4;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;15;0;"";"";7;11;23;2;16;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;120;9996;0;9996;9996;9996;1;1;5;4;4;0,93344;0,82599;1,0
